name,tags,description
lorc/snake-bite,animal head poison reptile,Let's hope it's only a grass-snake and not a viper.
lorc/snake-totem,animal reptile wood,A snake head curved into timber.
lorc/snake,animal reptile,A long and cold animal that scares people with phobia.
lorc/snatch,action bag hand money,"A quick grab of a purse, to steal money."
lorc/snout,mammal,The nose of a dog or similar animal with developped olfactive abilities.
lorc/snow-bottle,bottle glass ice,Can make a perfect kitsch souvenir with a small monument inside.
lorc/snowflake-1,ice,A unique piece of frozen water falling from the sky.
lorc/snowflake-2,ice,Frozen crystals falling during winter.
lorc/snowing,ice sky,"Winter is not coming, snow is already here."
lorc/snowman,ice,A creature built in compact snow by kids during winter. It usually have a hat and a carrot as nose.
lorc/soap-experiment,chemical,"Clean bubbles, probably some kind of shampoo."
lorc/sonic-boom,explosion sound,"Guile's Theme is the perfect soundtrack in any circumstances, but is it still enjoyable when a place breaks the sound barrier?"
lorc/sonic-lightning,lightning,A zebra light impacting propagating echoes.
lorc/sonic-screech,animal sound,A RADAR way to avoid obstacles for bats.
lorc/sonic-shout,mouth sound,Protect your ears from this aggressive sound if you don't want your ear-drums to explode.
lorc/space-suit,armor science-fiction space,Survival outfit for astronauts and cosmonauts. Provide air supply and protection against deadly rays.
lorc/spade-skull,skull,A dead cranium in a spade shape. Can be printed on a card as a symbol of ace of death.
lorc/spade,farm tool,"A shovel is the right garden instrument to dig the soil and find buried treasures.
They are also used by archaeologists on excavation site."
lorc/spanner,tool,Your toolbox needs a collection of spanners if you want to tweak your vehicle engine. Big wrenches can also be used as hammers.
lorc/spark-spirit,creature fire,A tiny flame ghost ready for a disastrous arson like any evil elemental.
lorc/sparkling-sabre,blade weapon,This sabre looks pristine. But it won't last forever.
lorc/sparky-bomb,bomb pirate,Like a candle on a birthday cake except the outcome is a bit more explosive.
lorc/sparrow,bird,A tropical bird very colorful who may be trained to talk.
lorc/spartan,armor arrow body greek-roman shield,This is madness! A Greek warrior with a spear in armor.
lorc/spatter,blood liquid,A large explosion of liquid on a hard surface.
lorc/spear-hook,arrow,A sharp pointy head.
lorc/spears,arrow,An army of soldiers brandishing their weapon above their heads.
lorc/spectacle-lenses,eye glass head,Glasses to fix a really deficient sight.
lorc/spectacles,eye head glass steampunk,A pair of round glasses to enhance your view or correct a distant blurriness.
lorc/spectre,creature death,This spirit used to be a friendly ghost but now he loves to scare people in haunted houses or castles.
lorc/spider-web,animal insect trap,A network of sticky strings aimed to capture small intrepid bugs.
lorc/spiked-armor,armor spike,A Russian bear hunter's clothes.
lorc/spiked-collar,jewellery spike,To put around a dog neck to make it look more aggressive.
lorc/spiked-fence,door lock spike,To close a garden.
lorc/spiked-halo,head spike,A dangerous aura around the top of this silhouette.
lorc/spiked-mace,spike weapon,This flail can grip a bit of skin in case if the hit was not hard enough.
lorc/spiked-shell,shell spike,A round object that can't be carried without hurting yourself.
lorc/spiked-snail,animal shell spike,A porcupine like mollusk living in a bunker shell.
lorc/spiked-tail,spike,This animal can defend itself with a simple slash.
lorc/spiked-tentacle,spike tentacle,This long and tortuous limp limb is a vine covered with thorns. Jayce and the Wheeled Warriors often fight against such abomination.
lorc/spiky-eclipse,explosion spike star,A bright crown surrounding a dark star probably hidden by a moon.
lorc/spiky-explosion,explosion spike star,"Energy blast destroying everything on its way, like fireworks."
lorc/spiky-field,shield space spike,Spaceship with a surrounding protection.
lorc/spill,blood liquid,A puddle of liquid material
lorc/spinal-coil,bone,The backbone that defines the Vertebrata gender in the animal reign.
lorc/spine-arrow,arrow spike stone-age,Bones making an arrow stick.
lorc/spinning-blades,blade,A human driven helicopter. Could be used as a fan.
lorc/spinning-ribbons,flag,Two stripes of fabric in rotation.
lorc/spinning-sword,blade,"A blade tornado, slicing everything around."
lorc/spiral-arrow,arrow smoke,A twisted trajectory for this projectile with a trail of magic smoke through the ambient air.
lorc/spiral-bloom,plant,A rose in origami
lorc/spiral-bottle,bottle,A snail shape container with a cork.
lorc/spiral-shell,shell,Collectible shells were hidden all over Koholint Island in a Link's Awakening.
lorc/spiral-tentacle,tentacle,"When this octopus arm is stucked around your limb, there's no way to escape."
lorc/spiral-thrust,blade,A spinning hit.
lorc/splash,liquid,A watery surface suddenly disturbed by a strike.
lorc/splashy-stream,liquid,Flowing water like a small river or an untamed torrent.
lorc/split-body,blade body,Soon there will be two halves.
lorc/split-cross,cross,A light artifact due to glimmering on a bright surface.
lorc/splurt,explosion liquid,Fireworks of gelatin.
lorc/spoon,kitchenware metal,To sip the soup during dinner.
lorc/spoted-flower,plant,Small dots on this cute flower.
lorc/spotted-arrowhead,arrow,A metallic pointy weapon with dents.
lorc/spotted-mushroom,mushroom,The kind that can turn a small character in a giant.
lorc/spotted-wound,blood,An infected injury starting to spread along the flesh.
lorc/spoutnik,machine science-fiction space,First Russian satellite circling in low orbit around the Earth in October 1957. Bip bip.
lorc/spray,poison weapon,Put artistic paint on walls or attack someone with pepper.
lorc/sprint,action body,A sudden dash of energy in the legs to defy the laws of speed.
lorc/sprout-disc,plant,Tiny leaves emerging from the soil.
lorc/sprout,farm plant,Started as a seed in the ground and will grow into a magnificent flower.
lorc/spyglass,eye map pirate tool,A handy telescope to observe far places from pirate ships for example.
lorc/square-bottle,bottle glass,This flask is easier to stack in a cellar than a round one but harder to clean in the corners.
lorc/squib,bomb explosion,Small fragments of an explosive device that just turned into dust.
lorc/squid-head,animal sea tentacle,Why not Zoidberg?
lorc/squid,animal sea tentacle,A giant octopus living deep into oceans.
lorc/stag-head,animal game-of-thrones mammal,
lorc/stalagtite,ice nature stone,"A long spike of limestone slowly made step by step over centuries.
Each drop of water contributes to extend stalactites in caves."
lorc/standing-potion,bottle chemical,This liquid container will not tilt.
lorc/star-cycle,space star,Stars moving near the horizon of the abyss of a massive black hole.
lorc/star-prominences,star,Lava explosions on the melting surface of the sun.
lorc/star-pupil,eye star,"A shiny stare, a reflection of the night sky."
lorc/star-sattelites,space star,A sun surrounded by orbital spheres.
lorc/star-skull,skull star,This cranium has just go an epiphany staring at its destiny.
lorc/star-swirl,space star,A galaxy like the Milky Way. This confusing universe can be seen when dazed.
lorc/staryu,star symbol,A five branches star with a thick bevel. Looks familiar with a Pokemon.
lorc/static-guard,body statue,Protector of a fortress standing in an inflexible position.
lorc/static-waves,lightning,Energy perturbations.
lorc/static,lightning sky,"Magnetic field disturbance on screens, like an electrical fog."
lorc/steel-claws,claw metal spike,"You'd better have balls of steel like Duke Nukem, if you want to survive the mandatory scratching in the morning."
lorc/steeltoe-boots,armor boot metal,These special shoes preserve the feet of labourers from anything heavy that might fall by accident.
lorc/steelwing-emblem,metal symbol wing,Fit perfectly on a car
lorc/stick-splitting,action wood,Break a branch of timber in two pieces with a sharp blade or only with your hands with a karate move.
lorc/sticking-plaster,blood life,Use this adhesive strip to keep the wounded area safe from infection.
lorc/stigmata,blood hand,Jesus had blood in his hands on the cross.
lorc/stiletto,blade weapon,A discrete blade no to be confound with a pair of shoes.
lorc/stitched-wound,blood,
lorc/stomp-tornado,sky,A devastating typhoon is about to wreck everything on its path.
lorc/stomp,animal,An elephant foot producing a lot of noise and tremors when hitting the ground.
lorc/stone-axe,axe stone stone-age,How many mammoths did succumb to this rudimentary piece of technology?
lorc/stone-block,block stone,Work with this cube of concrete to build a strong wall or sculpt it into a petrified statue.
lorc/stone-crafting,action cross hammer stone tool,To sculpt a statue or a bench from a rough rock.
lorc/stone-spear,arrow stone stone-age weapon,"Every time a dinosaur glimpses the tip of this rudimentary hunting weapon, it can be sure that Joe and Mac won't let it flee alive."
lorc/stone-sphere,ball stone,A paleolithic ball to play soccer.
lorc/stone-tablet,stone stone-age,Some mighty prophecies are carved in the marble.
lorc/stone-throne,household stone,A more conventional seat than the Iron Throne for a king.
lorc/stone-tower,building stone,A classic defense structure in wall corners. No flag floating on top.
lorc/stoned-skull,skull state,A stunned skull under influence. It may need to rest a bit.
lorc/stopwatch,board sport time,A referee could make a good use of this to measure performance of the athletes.
lorc/strafe,science-fiction space vehicle,Two bullets beam coming from the front of an aircraft.
lorc/striking-arrows,arrow,Multiple end points are designated simultaneously by this trio of spreading arrows.
lorc/striking-balls,ball explosion trap,Rounded bullets falling to an imminent impact.
lorc/striking-clamps,arrow,"They are going to fast, that their tip is getting round."
lorc/striking-diamonds,glass spike,Sharp icicle falling in a dangerous flock.
lorc/striking-splinter,explosion,
lorc/striped-sword,blade,"A long blow, slicing the air and about to atomize a shield or an armor in millions fragments."
lorc/strong,body state,"World's a jungle, big brain or big muscles, choice is yours."
lorc/suckered-tentacle,tentacle,The kind of disgusting arm that try to grab the poor Isaac Clarke in the Dead Space ship.
lorc/suits,board heart toy,"The four suits of a traditional French playing card deck: Spade, Heart, Club and Diamond"
lorc/sun-radiations,explosion star,Use cream to protect from this dangerous UV rays.
lorc/sun,light mexico sky star,The huge stars that baths Earth and other planet with its vital energy.
lorc/sunbeams,light star vampire,Rays illuminating the atmosphere.
lorc/sundial,light star time,Calculate the time of the day according to shadows casted by our star.
lorc/sunken-eye,eye,This eye deserves some rest to get better.
lorc/sunrise,light ninja sky star time world-wars,"The night is over, the first lights of dawn announce a beautiful day."
lorc/super-mushroom,mushroom poison super-mario,"A magic mushroom may give special abilities, like being a giant or being invicible."
lorc/supersonic-arrow,arrow,A bowman attempting to hunt a sparrowhawk from the Concord.
lorc/supersonic-bullet,gun target weapon,This travels at the speed of sound.
lorc/surprised-skull,skull state,"An astonished skull, struck by terror."
lorc/surprised,body state,Astonished about an unpredictable event or sudden idea.
lorc/surrounded-eye,eye,Too many targets to look at! Blink or be blind by all the visual information flooding your receptors.
lorc/surrounded-shield,body shield,"Opponents are all around this lonely solider in a defensive stance, threatening its life with their lances."
lorc/suspicious,body state,This person is hoping to trust the situation by bending the environment to its dominant will power.
lorc/swallow,action head mouth,"Try to eat the prey in one bite, to absorb all its energy."
lorc/swan-breeze,spike sky,Wind shape looking like a bird.
lorc/swan,animal bird,A majestic bird with a long neck often used in Houses emblems.
lorc/swap-bag,bag household money,A purse containing coins to buy useful items at shops. The closing knot of this pouch must be well tight.
lorc/swirl-ring,sky spike,Gust of wind revolving around an invisible pole.
lorc/swirl-string,spike,Delicate movement.
lorc/sword-array,blade,"A swords rack, to make selecting the best one easier."
lorc/sword-break,blade spike,"The shock was too forceful, both blades are broken and will need to go back to the forge."
lorc/sword-clash,blade cross weapon,This metal confrontation during an attack can create some sparks between the opponents.
lorc/sword-hilt,blade,"A decorated handle aimed to protect fingers against an enemy hit, like during fencing."
lorc/sword-in-stone,blade celtic stone weapon,"Excalibur is waiting for Arthur, the only person able to extract it from the rock."
lorc/sword-slice,ball blade ninja,A large watermelon is powerless against a quick attack and will end in two halves.
lorc/sword-smithing,blade tool,Art of a blacksmith who crafts blades hitting the bare metal on his anvil.
lorc/sword-spade,blade cross tool weapon,"When your peons are not digging with their shovels, they must be ready to fight."
lorc/sword-spin,blade,A cyclic choreography to impress opponents or charm ladies.
lorc/sword-tie,blade body,The master of arms have a broad range of weapons to select from.
lorc/sword-wound,blade,Blood and flesh is thrown after this impact.
lorc/swords-emblem,blade shield,"Two crossed swords behind a shield, heraldic symbol of powerful lords and knights."
lorc/syringe,chemical cluedo life poison,"Nurses use a sharp needle to inject medical products or cure deeply in arteries.
Drug addicts also use syringes."
lorc/tank,vehicle world-wars,An armored truck from the army that shots bombshells from its turret on enemy lines.
lorc/target-arrows,arrow cross target,Two arrows crossed in the center of what they aim at.
lorc/target-dummy,body target,Fake body silhouette to practice archery.
lorc/target-shot,arrow target,"A javelin crossing the round goal just in the center in a long diagonal, acting like a compass."
lorc/targeting,action science-fiction target,Skill full snipers aim at a distant object with high precision through a digital sight.
lorc/tattered-banner,flag,Float on top of castle roofs.
lorc/teapot,food kitchenware liquid steampunk,This boiling kettle will provide life juice for an Englishman.
lorc/tear-tracks,eye head liquid mask,When your eyes turn into waterfall during a sad moment or when the pain is too intense.
lorc/tearing,action blade,Cutting through a fabric with a sword.
lorc/techno-heart,heart robot science-fiction,"An artificial beating pump, the pinnacle of researches in biotechnologies."
lorc/telepathy,body,Inter-mind communication between twins or psychic persons. It's even easier if they are clones.
lorc/teleport,action body,"To travel to a far location in a blink, preferably on board of the Enterprise."
lorc/templar-eye,cross eye,A large focus eye above a cross mark on the cheek. It's probably a sentry in an old treasure room.
lorc/templar-heart,cross heart,"A heart symbol belonging to an ancient secret organisation of knights, like a holy artifact."
lorc/temptation,fruit reptile state,"The first sin of uncontrolled desire, when the snake asks to taste the forbidden apple."
lorc/tension-snowflake,cross spike star,"In the center of this artifact, energy balance is reached."
lorc/tentacle-heart,heart tentacle,The beating organ of a tree.
lorc/tentacle-strike,tentacle,Expanding roots.
lorc/tentacles-skull,skull tentacle,A weird alien tongue for this cranium.
lorc/tentacurl,tentacle,A hazardous surf area.
lorc/terror,state,Scared to death. A fear so huge you can hardly move.
lorc/tesla-coil,energy lightning,Very powerful defense tower deployed by the soviet army in the Red Alert Saga.
lorc/tesla-turret,building lightning science-fiction weapon,High voltage protection from Nikola Tesla. In tower defense games it's usually the beginning of a chain reaction.
lorc/test-tubes,chemical glass,Well ordered chemical receptacles in a tidy laboratory for science experiments. They are quite brittle.
lorc/thermometer-scale,sky tool,"To measure temperature or weather conditions.
Cold is at the bottom and hot at the top."
lorc/third-eye,eye,Extra vision after a meditation phase.
lorc/thor-fist,hand lightning,The mighty punch of the Nordic Lord of lightning.
lorc/thorn-helix,arrow,"A spiky braid, imitation of vine."
lorc/thorned-arrow,arrow,"Along the stick of this dart, small dents will inflict maximum pain."
lorc/thorny-tentacle,tentacle,A limp limb ready to capture a struggling victim.
lorc/thorny-vine,tentacle,This plant grows around poles in direction of the light.
lorc/three-burning-balls,ball fire,Rounded rocks ejected from a nearby volcano in eruption.
lorc/three-keys,lock,Handy for a heavily protected vault with multiple gates.
lorc/three-leaves,nature plant wood,A trio of leaves standing like a random trefoil.
lorc/thrown-charcoal,explosion fire spike,Projections from a heavy fire or a volcano.
lorc/thrown-daggers,blade ninja,These kunais are three spiky metal blades flying down.
lorc/thrown-knife,blade,A sharp edge ready for an impalement art during a circus show.
lorc/thrown-spear,arrow,The prey of the lancer will be pierced by this javelin and don't stand a chance.
lorc/thunder-blade,blade lightning,A sword blessed by a lightning bolt.
lorc/thunder-skull,lightning skull,A human dead head surrounded by bolts of energy.
lorc/thunder-struck,lightning,A random electric phenomena forming an high voltage arc from the clouds to the ground.
lorc/thunderball,lightning,Coming from an electric cloud to enter through the chimney and make a few astonishing loops inside your room.
lorc/tick,animal insect,A really tiny insect that enjoy beating animals right underneath their fur to suck blood. Notorious to transmit nasty deseases to its host.
lorc/tied-scroll,book household pirate,The important scriptures written on this hide are kept safe this way.
lorc/time-bomb,bomb time,A countdown is really poignant only if it stops with only one second remaining.
lorc/time-trap,time trap,Don't stay stuck in the future or in the past.
lorc/tinker,cross tool,Hammer and spanner mix for engineers.
lorc/toad-teeth,creature mouth reptile,Piranha escaped rivers to populate quiet pond.
lorc/tombstone,death stone,Rest in peace in a graveyard with en epitaph resuming your long life in only a few words.
lorc/tooth,anatomy bone head mouth,"More a molar than an incisive, so expect calm food grinding over merciless tearing."
lorc/top-hat,hat head steampunk,The essential attribute to look like a dandy gentleman.
lorc/top-paw,animal claw,This upper side does not leave prints on the ground but can leave strips on skin.
lorc/tornado-discs,spike,Like a small hurricane.
lorc/tornado,sky,Wind getting mad and spinning very quickly.
lorc/totem-head,head symbol wood,"Amerindian idol raised in the middle of the camp ground to protect the tribe, inspire the shamans and give strength to the warriors."
lorc/totem-mask,mask wood,A tribal ceremony helmet depicting old gods and spirits in a rigid face with almost no feature.
lorc/tower-fall,building spike,Catapults made a new victim: all the bricks are falling apart from these ruins.
lorc/trade,action arrow block container,"To exchange cargo after a business agreement, when the deal is over. It's usually resources versus money."
lorc/transfuse,action blood heart life,To exchange vital juice with someone in the need through tubes during a surgery.
lorc/transparent-tubes,chemical cross liquid,"Two small glass containers to conduct an experiment in a lab. One is filled with toxic liquid, the other one has the antidote."
lorc/transportation-rings,body space,To travel back to the next ship at light speed.
lorc/trap-mask,mask robot,"The mouth of this metal is wide open, ready to chew bolts and power chords."
lorc/tread,boot,A footwear protected from moisture thanks to its waterproof fabric and sole.
lorc/treasure-map,book map pirate,Location of a hidden treasure at the end of long quest.
lorc/tree-branch,plant wood,Wooden fingers deploying their leaves in order to trap sun beams.
lorc/trefoil-lily,plant,A lucky leaf floating in the calm and shallow water of a pond.
lorc/trefoil-shuriken,blade ninja weapon,A ninja star meets celtic traditions.
lorc/tribal-mask,mask stone-age wood,Crash Bandicoot enjoys wearing this kind of ancient wooden carved face. Many shamans use this during ceremonies.
lorc/trident,sea spike weapon,"A fork with three spikes that belongs to Poseidon, god of Oceans."
lorc/trilobite,animal insect,A prehistoric fossil famous to be one of the most ancient life form of our planet.
lorc/triorb,ball symbol,Three balls connected by a triangle line.
lorc/triple-beak,symbol,Three nested piece of sharp components.
lorc/triple-claws,claw spike,A trio of beast nails.
lorc/triple-corn,symbol,A triskell made of cereal.
lorc/triple-lock,lock,A triple security.
lorc/triple-needle,chemical spike,A single injection is never enough: some remedies need to be applied several times to take effect. Be careful with addiction effects!
lorc/triple-plier,symbol,A trio of metallic tools working together to keep elements tight.
lorc/triple-scratches,claw,Long and sharp trio that could tear apart from soft and delicate skin to heavy leather or even scratch light metal.
lorc/triple-shells,shell,A trio of combined relic around a circle. It may be added on a necklace with a sea theme.
lorc/triple-skulls,skull,Which famous trio met this leathal fate? The three musketeers?
lorc/triple-yin,symbol,Balance between three elemental forces.
lorc/tripwire,boot trap,Only a few second to react and avoid what's just been triggered.
lorc/triton-head,creature fish head reptile,An aquatic monster distant cousin of a frog.
lorc/tron-arrow,arrow,"To find the way in mazes, carefully avoiding obstacles and walls."
lorc/trophy,jewellery rank sport,This reward is a proof of victory and stands admirably above any fireplace.
lorc/trousers,clothing,Pants to hide your white legs from the sun.
lorc/tumor,anatomy,Malicious cells growing to illness.
lorc/tune-pitch,sound,Symbol to compose song's melody.
lorc/turd,animal insect,A stinky pile of dung with flies. Poo can be recycled into manure.
lorc/turtle-shell,animal reptile shell super-mario,This kind of shells was made very popular after Mario started jumping on them and throwing them back to their owner in underpants.
lorc/turtle,animal reptile shell,A slow animal protected by a shell that can live very old.
lorc/twin-shell,shell,A spiral made of nacre
lorc/twirl-center,sky,A rotating hurricane with well defined edges.
lorc/twirly-flower,plant,Spinning petals ready to act as a fan.
lorc/twister,sky,A tornado can be the gate to the contry of Oz. These fast winds can even capture a house.
lorc/two-feathers,bird wing,The rest of a bird prey.
lorc/two-shadows,body light,Dark projections casted by light sources at various angles. A person with its shadow team.
lorc/tyre,machine,To put around a thin wheel in order to the rim.
lorc/ubisoft-sun,star symbol,A spiral trapped in an orb with pointy edges all around.
lorc/ultrasound,glass spike sound,"Imperceptible to the human hearing, this high frequency sound panics pets."
lorc/umbrella,sky steampunk,"Useful if you don't want to be wet. It protects from the rain and the wind, but can also be used to cast shadows."
lorc/uncertainty,arrow gui state,"Survival is often a matter of quick and wise choice.
Be sure to follow the right direction when multiple paths divide your peaceful journey and leave no question behind."
lorc/unfriendly-fire,creature fire,Every hit your inflict to your teammates get back to you like a boomerang. This is the curse of this elemental.
lorc/unlit-bomb,bomb explosion pirate zelda,This small detonator just needs a little help from Bomberman to trigger Hell in the corridors of the winding arena.
lorc/unlit-candelabra,cluedo household light,Ancient light bulbs in churches.
lorc/unlocking,lock,Open a closed door.
lorc/unstable-orb,ball energy lightning,A power ball which stability can be compromised at any time.
lorc/unstable-projectile,explosion spike,A hot potato that no one wants to hold forever.
lorc/valley,nature,Flat land with a river below mountains with a rich soil favorable for agriculture.
lorc/vanilla-flower,plant,"A famous orchid used to perfume deserts, wives and toilets."
lorc/vibrating-ball,ball sound,Echoes surrounding a circle.
lorc/vile-fluid,creature liquid,This elemental has a big smile with bad intentions.
lorc/vine-flower,plant,Will soon be transformed into grapes.
lorc/vine-leaf,plant wood,To hide Adam and Eve fruits on puritan paintings.
lorc/vine-whip,plant tentacle,A vegetal rope from vineyards.
lorc/vintage-robot,robot science-fiction,This mechanical body wanders tirelessly in Fallout wastelands.
lorc/viola,plant,A large flower.
lorc/virus,anatomy animal poison,Microscopic components at the origin of terrible diseases with germs and bacterias.
lorc/visored-helm,armor hat medieval-fantasy,A helmet to protect the upper part of a knight face from a deadly arrow.
lorc/volcano,fire nature,An erupting peak throwing rocks in fusion from its crater.
lorc/vomiting,action head poison,"When you're feeling pretty sick and can't avoid to regurgitate the stomach's content.
This dizzy state can last for a while."
lorc/voodoo-doll,toy,To curse a victim and inflict pain remotely with a long needle after a possession spell.
lorc/vortex,space,A hungry black hole.
lorc/vulture,animal bird western,A large scavenger mainly living in deserts and that will only let bones from cadavers.
lorc/walking-boot,boot,Because it's harmful to travel long distance bare foot on a rough path.
lorc/wasp-sting,animal insect poison,This yellow and black flying insect is often mistaken with a bee but it's not as friendly.
lorc/water-bolt,explosion liquid,At high pressure a water beam can drill through steel.
lorc/water-splash,explosion liquid sea,Depending of the size of the bomb diver it may empty the swimming pool.
lorc/wave-crest,liquid ninja sea trap,Fearless surfer may try to tame that colossus of the sea. This kind of tumult is often depicted in old Japanese paintings.
lorc/wave-strike,blade weapon,A lethal hit in slow-motion.
lorc/waves,sea,Ripples at the surface of a liquid expanse.
lorc/wavy-chains,metal trap,A ripple of links in a concentric circles.
lorc/wavy-itinerary,arrow,An hesitant path finding algorithm result. Probably not an A*.
lorc/wax-seal,book lock,The unique way to authenticate an official message back in the days.
lorc/web-spit,animal insect trap,Spider strings built to capture anything inattentive.
lorc/werewolf,animal creature,"A lycanthrope, a man turning into a humanoid wolf during full moons."
lorc/wheat,catan farm food plant,An harvested cereal essential to produce flour. This grain could also be barley.
lorc/whip,circus weapon western,A braid of leather that can defeat the noise barrier. Favorite weapon of Indiana Jones.
lorc/whiplash,spike string,Indiana Jones weapon of choice to deal with opponent archaeologists. But could he survive against the vampires of Castlevania?
lorc/whirlwind,sky,"In the eye everything seems so peaceful, and yet, cows and sheds are flying around."
lorc/white-tower,building,A solid spire made of stone. Saroumane may take fresh air at the top.
lorc/wide-arrow-dunk,arrow,Parabolic attack.
lorc/wildfires,fire,The flames are out of controls and threaten to turn the world to ashes.
lorc/william-tell-skull,arrow skull target,"This headshot was supposed to pierce an apple, but unfortunately ended in a different spot."
lorc/william-tell,arrow fruit target,Piercing an apple constitutes the main event of the legend of this renown bowman.
lorc/wind-hole,nature,A sinking depression where nothing can escape.
lorc/wind-slap,spike sky,A sudden gust of air.
lorc/windy-stripes,lightning,
lorc/wine-glass,food glass kitchenware liquid,A recipient full of juicy alcohol made of grapes quite famous in France.
lorc/wing-cloak,wing,Protective shield made of feathers for an Archangel like Mikeal.
lorc/winged-arrow,arrow wing,"Even more useful than a remote-control missile, a self sustainable arrow."
lorc/winged-emblem,wing,A strong symbol for a great House in perfect harmony with the sky.
lorc/winged-leg,claw bird wing,No body for this strange chicken.
lorc/winged-shield,shield wing,A protective screen with bird feathers on the side to be more classy.
lorc/winged-sword,blade weapon wing,"The hilt of this blade is quite large, but not enough to fly."
lorc/wingfoot,boot greek-roman wing,The god Mercury shares his precious gift with the humans to let them travel with the birds.
lorc/witch-flight,creature sky,A bit of distraction over the moonlight after a successful Quidditch game.
lorc/wizard-staff,weapon wood,A stick made of wood to cast magic. Or they are simply used by their old owner as a support during long walk.
lorc/wolf-head,animal game-of-thrones head mammal,An angry wolf ready to bite. Can this predator be considered a stray dog?
lorc/wolf-howl,action animal mammal,"In Altered Beats, the fighters from mythology do not need to wait for the full moon to rise over the sky to start their metamorphosis in lycanthrope."
lorc/wolf-trap,spike trap,To hunt and capture the predator of woods by the legs.
lorc/wolverine-claws,animal claw spike,The fiercest mini badger / bear in the world is also the nickname of the most recognizable hero of X-men. It can rip apart careless preys in a second.
lorc/wood-axe,axe cluedo tool wood,Gold and stones are not enough if you want to build a long lasting civilization in Age of Empires. You need an army of lumberjacks to expand your realm and produce a war machines.
lorc/wooden-door,building door wood,To make a clear separation between two rooms.
lorc/wooden-fence,door spike wood,A little wall around the field to let the cattle in captivity.
lorc/wooden-sign,map wood,Display useful information about present location or directions to follow.
lorc/world,map space,The round planet we're living on in the Solar System.
lorc/worm-mouth,animal mouth,Extracting the precious spice of the Dune planet can lead to undesirable encounters under the sand. These huge beasts swallow small desert armies with almost no tremor before the surprise attack.
lorc/worried-eyes,eye state,Something's wrong and this gaze is scared.
lorc/wrapped-heart,heart spike,Damaged heart surrounded by barbed wire. Lots of barriers before reaching the true love.
lorc/wrapped-sweet,food,A round candy.
lorc/wrapping-star,star,A whirlpool with a bright star at the center of the attraction point.
lorc/wrecking-ball,ball building,To destroy high constructions when attached to a crane.
lorc/wyvern,creature reptile wing,A mythic reptilian monster often depicted in heraldry alongside proper dragons.
lorc/zebra-shield,shield,Stripes to stay hidden during a safari.
lorc/zeus-sword,blade cross lightning,The god of thunder's weapon
lorc/zig-arrow,arrow,Zebra arrow
lorc/zigzag-cage,ball symbol,A microscopic view on a cell
lorc/zigzag-leaf,plant wood,Common spectacle during autumn.
lorc/zigzag-tune,sound,Probable a new kind of dance.
lord-berandas/amplitude,machine sound,"A sinusoidal wave signal recorded on a oscilloscope. Judging from the shape, it could be a sound with decay at the end."
lord-berandas/artificial-intelligence,head machine state,Smart mechanical brain thinking at the speed of light to resolve complicated equations.
lord-berandas/bomber,sky vehicle,Large aircraft in charge of dealing huge ground damages.
lord-berandas/computing,electronic machine,Bits regrouped in bytes to form coherent assembly and build a program or an application.
lord-berandas/diagram,machine time,"Timeline processing to retrieve breakthrough information. On this graph, the period is constant."
lord-berandas/heavy-fighter,sky vehicle,Large war aircraft.
lord-berandas/holosphere,ball symbol,Stripes on a circle
lord-berandas/light-fighter,sky vehicle,Large aircraft in charge of dealing huge ground damages.
lord-berandas/microscope,chemical electronic machine,Powerful lens to observe tiny molecules or material compounds in laboratories.
lord-berandas/power-button,gui symbol,Special key to turn off a device.
lucasms/belt,clothing,No need for straps to keep your pants in the right position. With a belt you can even attach useful gadgets.
lucasms/cloak,clothing,A protective piece of tissue to cover the whole body.
lucasms/necklace,jewellery,A shuriken resting on your chest.
lucasms/shirt,clothing,A common medieval part of tissue for the upper part of the body.
lucasms/trousers,clothing,"Simple pants, one for each legs."
pepijn-poolman/elven-castle,building,A magnificent magic city of elves with high towers.
pierre-leducq/anti-aircraft-gun,gun weapon,Ground artillery to protect from danger in the sky.
pierre-leducq/shooner-sailboat,boat,A sailing ship found on the coast of North America
pierre-leducq/small-fishing-sailboat,boat,A tiny vessel to fish in the ocean.
priorblue/battery-0,energy,A depleted accumulator.
priorblue/battery-100,energy,Full accumulator.
priorblue/battery-25,energy,One quarter full storage.
priorblue/battery-50,energy,Half full storage.
priorblue/battery-75,energy,Three quarters full storage.
priorblue/battery-minus,energy,Losing precious energy over time.
priorblue/battery-plus,energy,Gaining energy over time.
quoting/artillery-shell,bomb gun world-wars,A big bullet that creates massive holes on the battlefield when shot by a field gun.
quoting/biplane,sky vehicle world-wars,"An old airplane with a wooden frame and engine on the front. The pilot needs goggles, even if he's the Red Baron."
quoting/bunker-assault,arrow building world-wars,A strategic attack on a fortified position. This kind of invasions happened on the beaches during D-Day.
quoting/bunker,building world-wars,Many bullet impacts made deep dents in the concrete of this well defended blockhaus.
quoting/card-pickup,board hand,Select a random card in the pile. If you're lucky it will benefit your strategy during this turn.
quoting/card-play,board hand,One of the cards in your hand will have a big impact on the game: choose carefully the one needed.
quoting/damaged-house,building world-wars,The roof of this habitation has been blasted by a shell. Flames of a big fire will certainly follow this destruction.
quoting/field-gun,gun weapon,Close range heavy artillery which shots big bullets or cannon balls to blast enemy lines.
